id,block,scenario,pool,kind,zeroForOne,amount_in,amount_out
429,11749440,0,poincare,arb,0,5755483244407063779579,1985787422928645825
430,11749440,0,control,arb,0,5755483244407063779579,1985787422928645825
431,11749440,0,poincare,noise,1,1093366037430286092,3171723815108942472327
432,11749440,0,control,noise,1,1093366037430286092,3171723815108942472327
433,11749441,0,poincare,arb,0,2748042331208984381411,947449299360389197
434,11749441,0,control,arb,0,2748042331208984381411,947449299360389197
435,11749441,0,poincare,noise,1,2973201114929111962,8606526969439991673821
436,11749441,0,control,noise,1,2973201114929111962,8606526969439991673821
437,11749442,0,poincare,arb,0,6020991271131611144746,2081828755283591531
438,11749442,0,control,arb,0,6020991271131611144746,2081828755283591531
439,11749442,0,poincare,noise,0,4230231845317479118806,1457574728955717865
440,11749442,0,control,noise,0,4230231845317479118806,1457574728955717865
441,11749443,0,poincare,arb,1,817067040566128775,2372818509271062575590
442,11749443,0,control,arb,1,817067040566128775,2372818509271062575590
443,11749443,0,poincare,noise,0,1231398366623253885136,424189245089124680
444,11749443,0,control,noise,0,1231398366623253885136,424189245089124680
445,11749444,0,poincare,arb,1,406095121499509025,1178893086210354586180
446,11749444,0,control,arb,1,406095121499509025,1178893086210354586180
447,11749444,0,poincare,noise,0,940521391870628733829,324009022154456153
448,11749444,0,control,noise,0,940521391870628733829,324009022154456153
449,11749445,0,poincare,arb,0,2668061858934247607067,918022840149541862
450,11749445,0,control,arb,0,2668061858934247607067,918022840149541862
451,11749445,0,poincare,noise,1,2982560778801094458,8650684987388242213999
452,11749445,0,control,noise,1,2982560778801094458,8650684987388242213999
453,11749446,0,poincare,arb,0,6928412225798379817375,2390153510559547573
454,11749446,0,control,arb,0,6928412225798379817375,2390153510559547573
455,11749446,0,poincare,noise,1,1971609969046197790,5717516592191584504167
456,11749446,0,control,noise,1,1971609969046197790,5717516592191584504167
457,11749447,0,poincare,arb,0,7757415772424633687844,2673195228540118786
458,11749447,0,control,arb,0,7757415772424633687844,2673195228540118786
459,11749447,0,poincare,noise,0,261456804830035806719,89853149974255718
460,11749447,0,control,noise,0,261456804830035806719,89853149974255718
461,11749448,0,poincare,arb,1,1206506932893529426,3506865711848759389544
462,11749448,0,control,arb,1,1206506932893529426,3506865711848759389544
463,11749448,0,poincare,noise,1,345726734252955812,1003364746619451054402
464,11749448,0,control,noise,1,345726734252955812,1003364746619451054402
465,11749449,0,poincare,arb,0,350476862373898025575,120789606663734727
466,11749449,0,control,arb,0,350476862373898025575,120789606663734727
467,11749449,0,poincare,noise,0,7035587609496840766153,2418714751442274406
468,11749449,0,control,noise,0,7035587609496840766153,2418714751442274406
469,11749450,0,poincare,arb,1,2551506823347969380,7420885655208173468164
470,11749450,0,control,arb,1,2551506823347969380,7420885655208173468164
471,11749450,0,poincare,noise,1,208811931241064740,605667238919877302674
472,11749450,0,control,noise,1,208811931241064740,605667238919877302674
473,11749451,0,poincare,arb,1,680705703989593898,1972688146125032560591
474,11749451,0,control,arb,1,680705703989593898,1972688146125032560591
475,11749451,0,poincare,noise,0,4292247607653733445749,1479940727523022394
476,11749451,0,control,noise,0,4292247607653733445749,1479940727523022394
477,11749452,0,poincare,arb,1,546014593785412870,1585051545474413371639
478,11749452,0,control,arb,1,546014593785412870,1585051545474413371639
479,11749452,0,poincare,noise,1,2366209347107702414,6849354018299165509937
480,11749452,0,control,noise,1,2366209347107702414,6849354018299165509937
481,11749453,0,poincare,arb,0,9441214830101830357637,3258742658812470913
482,11749453,0,control,arb,0,9441214830101830357637,3258742658812470913
483,11749453,0,poincare,noise,1,1291642685271389046,3749377812366137744440
484,11749453,0,control,noise,1,1291642685271389046,3749377812366137744440
485,11749454,0,poincare,arb,0,5956112514345323030712,2050319972892499624
486,11749454,0,control,arb,0,5956112514345323030712,2050319972892499624
487,11749454,0,poincare,noise,1,1669903606960995500,4852830192920693991588
488,11749454,0,control,noise,1,1669903606960995500,4852830192920693991588
489,11749455,0,poincare,arb,0,5315962429113271455148,1828985033046117073
490,11749455,0,control,arb,0,5315962429113271455148,1828985033046117073
491,11749455,0,poincare,noise,0,2330453581197498711682,799732149443248092
492,11749455,0,control,noise,0,2330453581197498711682,799732149443248092
493,11749456,0,poincare,arb,1,6251407085568064,18231118458807610393
494,11749456,0,control,arb,1,6251407085568064,18231118458807610393
495,11749456,0,poincare,noise,0,6879901137830738873273,2353641736953519560
496,11749456,0,control,noise,0,6879901137830738873273,2353641736953519560
497,11749457,0,poincare,arb,1,3421672574477817885,9991327768802743083694
498,11749457,0,control,arb,1,3421672574477817885,9991327768802743083694
499,11749457,0,poincare,noise,1,2910925193597869872,8447075716383130339309
500,11749457,0,control,noise,1,2910925193597869872,8447075716383130339309
501,11749458,0,poincare,arb,0,5683690416218749130136,1960475549811720287
502,11749458,0,control,arb,0,5683690416218749130136,1960475549811720287
503,11749458,0,poincare,noise,1,1177091272462260894,3415178294304573607467
504,11749458,0,control,noise,1,1177091272462260894,3415178294304573607467
505,11749459,0,poincare,arb,0,2056773116698984442030,709223372444092705
506,11749459,0,control,arb,0,2056773116698984442030,709223372444092705
507,11749459,0,poincare,noise,0,7810050529632745971816,2684105840087594595
508,11749459,0,control,noise,0,7810050529632745971816,2684105840087594595
509,11749460,0,poincare,arb,1,2002193602644450943,5829773076163030925191
510,11749460,0,control,arb,1,2002193602644450943,5829773076163030925191
511,11749460,0,poincare,noise,0,6267439649207823789562,2152188645136594131
512,11749460,0,control,noise,0,6267439649207823789562,2152188645136594131
513,11749461,0,poincare,arb,1,1619023075173814419,4717270885669006303121
514,11749461,0,control,arb,1,1619023075173814419,4717270885669006303121
515,11749461,0,poincare,noise,0,889295254749929472816,305612012299072903
516,11749461,0,control,noise,0,889295254749929472816,305612012299072903
517,11749462,0,poincare,arb,1,1488810860825098692,4327223962725499928302
518,11749462,0,control,arb,1,1488810860825098692,4327223962725499928302
519,11749462,0,poincare,noise,1,170668475281352156,495237851544854369523
520,11749462,0,control,noise,1,170668475281352156,495237851544854369523
521,11749463,1,poincare,arb,0,8571953831517004153449,2945996126924209843
522,11749463,1,control,arb,0,8571953831517004153449,2945996126924209843
523,11749463,1,poincare,noise,1,1496363598960947844,4360179303870621331739
524,11749463,1,control,noise,1,1496363598960947844,4360179303870621331739
525,11749464,1,poincare,arb,0,7070363636066293238608,2424247267718931478
526,11749464,1,control,arb,0,7070363636066293238608,2424247267718931478
527,11749464,1,poincare,noise,1,955894763573417990,2791922662797937435650
528,11749464,1,control,noise,1,955894763573417990,2791922662797937435650
529,11749465,1,poincare,arb,0,8359241497572180086298,2856655754820946447
530,11749465,1,control,arb,0,8359241497572180086298,2856655754820946447
531,11749465,1,poincare,noise,1,1036227660790208052,3037697797912544210404
532,11749465,1,control,noise,1,1036227660790208052,3037697797912544210404
533,11749466,1,poincare,arb,0,13246826687067947863933,4503298223369284610
534,11749466,1,control,arb,0,13246826687067947863933,4503298223369284610
535,11749466,1,poincare,noise,0,8769915626114522641365,2959376798230041847
536,11749466,1,control,noise,0,8769915626114522641365,2959376798230041847
537,11749467,1,poincare,arb,1,1914904848930757847,5680580985807353870748
538,11749467,1,control,arb,1,1914904848930757847,5680580985807353870748
539,11749467,1,poincare,noise,0,9007140192106926459847,3032898079190530074
540,11749467,1,control,noise,0,9007140192106926459847,3032898079190530074
541,11749468,1,poincare,arb,0,2314184694821960299628,776286995308929239
542,11749468,1,control,arb,0,2314184694821960299628,776286995308929239
543,11749468,1,poincare,noise,0,6137885437972653898549,2053132101189354270
544,11749468,1,control,noise,0,6137885437972653898549,2053132101189354270
545,11749469,1,poincare,arb,1,805067359589375533,2409766522626043762136
546,11749469,1,control,arb,1,805067359589375533,2409766522626043762136
547,11749469,1,poincare,noise,1,1888145278217769566,5636518335666849815412
548,11749469,1,control,noise,1,1888145278217769566,5636518335666849815412
549,11749470,1,poincare,arb,0,5773215153955180339199,1933848317563626466
550,11749470,1,control,arb,0,5773215153955180339199,1933848317563626466
551,11749470,1,poincare,noise,0,8521591392202068920593,2840886350272989270
552,11749470,1,control,noise,0,8521591392202068920593,2840886350272989270
553,11749471,1,poincare,arb,1,2167284560696376653,6505414740976397837636
554,11749471,1,control,arb,1,2167284560696376653,6505414740976397837636
555,11749471,1,poincare,noise,0,3527667011038005591043,1176411424144348345
556,11749471,1,control,noise,0,3527667011038005591043,1176411424144348345
557,11749472,1,poincare,arb,1,1079795891105212513,3238261739933055156861
558,11749472,1,control,arb,1,1079795891105212513,3238261739933055156861
559,11749472,1,poincare,noise,1,2747196235009782364,8207303343930666617938
560,11749472,1,control,noise,1,2747196235009782364,8207303343930666617938
561,11749473,1,poincare,arb,0,12787856790706896347647,4273895423328638248
562,11749473,1,control,arb,0,12787856790706896347647,4273895423328638248
563,11749473,1,poincare,noise,1,2961351715583604654,8872219952049899147117
564,11749473,1,control,noise,1,2961351715583604654,8872219952049899147117
565,11749474,1,poincare,arb,0,15901840856173712810162,5295286563237209819
566,11749474,1,control,arb,0,15901840856173712810162,5295286563237209819
567,11749474,1,poincare,noise,1,2736384858501401904,8238449165423926981644
568,11749474,1,control,noise,1,2736384858501401904,8238449165423926981644
569,11749475,1,poincare,arb,0,9919458701541438703013,3292889584624499801
570,11749475,1,control,arb,0,9919458701541438703013,3292889584624499801
571,11749475,1,poincare,noise,0,1736961652299231266773,574375550717528534
572,11749475,1,control,noise,0,1736961652299231266773,574375550717528534
573,11749476,1,poincare,arb,1,140631274431002134,425466442368286510902
574,11749476,1,control,arb,1,140631274431002134,425466442368286510902
575,11749476,1,poincare,noise,1,1307851136996294480,3951030683007098394594
576,11749476,1,control,noise,1,1307851136996294480,3951030683007098394594
577,11749477,1,poincare,arb,0,8179964475233365254298,2703896657035915783
578,11749477,1,control,arb,0,8179964475233365254298,2703896657035915783
579,11749477,1,poincare,noise,0,1698345818920572661142,559552895660140937
580,11749477,1,control,noise,0,1698345818920572661142,559552895660140937
581,11749478,1,poincare,arb,0,286062857874978016656,94186987179727322
582,11749478,1,control,arb,0,286062857874978016656,94186987179727322
583,11749478,1,poincare,noise,1,2191995021135108388,6643461861373393814467
584,11749478,1,control,noise,1,2191995021135108388,6643461861373393814467
585,11749479,1,poincare,arb,0,9439149076845444667400,3111543917939000295
586,11749479,1,control,arb,0,9439149076845444667400,3111543917939000295
587,11749479,1,poincare,noise,1,1573848360355858776,4781793365910144654106
588,11749479,1,control,noise,1,1573848360355858776,4781793365910144654106
589,11749480,1,poincare,arb,0,12929691097296736060494,4244149362820179628
590,11749480,1,control,arb,0,12929691097296736060494,4244149362820179628
591,11749480,1,poincare,noise,1,344849943022772382,1054711936100850936952
592,11749480,1,control,noise,1,344849943022772382,1054711936100850936952
593,11749481,1,poincare,arb,0,6261023983709012999700,2043600420145996359
594,11749481,1,control,arb,0,6261023983709012999700,2043600420145996359
595,11749481,1,poincare,noise,1,2390895746854752308,7322473112869260984452
596,11749481,1,control,noise,1,2390895746854752308,7322473112869260984452
597,11749482,1,poincare,arb,0,16314332208905811698163,5311134387959670564
598,11749482,1,control,arb,0,16314332208905811698163,5311134387959670564
599,11749482,1,poincare,noise,1,2937941710582696534,9046207535807579939474
600,11749482,1,control,noise,1,2937941710582696534,9046207535807579939474
601,11749483,1,poincare,arb,0,11623357687889155689958,3771730696254257617
602,11749483,1,control,arb,0,11623357687889155689958,3771730696254257617
603,11749483,1,poincare,noise,0,2359758904103130040969,762219812132277868
604,11749483,1,control,noise,0,2359758904103130040969,762219812132277868
605,11749484,1,poincare,arb,0,5151987447534762935842,1660037268607664663
606,11749484,1,control,arb,0,5151987447534762935842,1660037268607664663
607,11749484,1,poincare,noise,1,411355162509093352,1278278160100485493610
608,11749484,1,control,noise,1,411355162509093352,1278278160100485493610
609,11749485,1,poincare,arb,0,1693340810880870579107,544849976751893512
610,11749485,1,control,arb,0,1693340810880870579107,544849976751893512
611,11749485,1,poincare,noise,0,8013137088181518552355,2570137709021946490
612,11749485,1,control,noise,0,8013137088181518552355,2570137709021946490
613,11749486,1,poincare,arb,1,1945432974259722098,6069302141635758081376
614,11749486,1,control,arb,1,1945432974259722098,6069302141635758081376
615,11749486,1,poincare,noise,0,5579965639693421958194,1788868602706040828
616,11749486,1,control,noise,0,5579965639693421958194,1788868602706040828
617,11749487,1,poincare,arb,0,1544378176757028856767,493957272467979400
